"Personas","Edad","Tiempo","Monto","Dia","Soporte","Encuesta"
"IKMGVZ",65,1.51,15100,"Sabado","No","Mala"
"VMMCLX",33,2.05,20500,"Domingo","No","Mala"
"ZPKZMZ",18,1.74,17400,"Martes","No","Mala"
"YNVMJD",75,0.68,6800,"Miercoles","Si","Muy mala"
"JKVHLP",37,3.1,31000,"Jueves","No","Buena"
"NRTWAU",75,1.56,15600,"Domingo","Si","Buena"
"HVCCFP",24,1.14,11400,"Lunes","No","Muy mala"
"WUMFIG",66,3.19,31900,"Domingo","No","Muy mala"
"ZLPATL",72,3.63,36300,"Jueves","Si","Buena"
"YETGWB",30,1.01,10100,"Domingo","No","Buena"
"NTVZFJ",85,2.7,27000,"Sabado","No","Buena"
"MHHLOO",68,0.99,9900,"Sabado","Si","Mala"
"EZJPMD",7,1.31,13100,"Sabado","No","Normal"
"JGFXSL",27,2.03,20300,"Lunes","No","Buena"
"YWMESU",24,0.9,9000,"Domingo","No","Normal"
"NIZRCR",75,2.5,25000,"Miercoles","No","Mala"
"KXXXUE",32,2.7,27000,"Jueves","No","Muy mala"
"MWJCWQ",70,3.06,30600,"Martes","No","Mala"
"BCNQMB",88,1.28,12800,"Lunes","No","Normal"
"FACBFF",30,2.95,29500,"Sabado","No","Muy Buena"
"QAOYCW",83,0.84,8400,"Sabado","Si","Mala"
"VUONYR",8,3.15,31500,"Sabado","No","Muy mala"
"DKLLTX",23,1.64,16400,"Sabado","No","Normal"
"SZIZPV",11,1.37,13700,"Domingo","No","Muy mala"
"CIACQO",45,1.15,11500,"Domingo","No","Muy Buena"
"ZQSCCL",42,2,20000,"Domingo","No","Buena"
"BFNICC",92,3.98,39800,"Martes","No","Normal"
"EZESIR",21,3.63,36300,"Lunes","No","Mala"
"BEUIKK",91,3.78,37800,"Domingo","Si","Mala"
"BIYKSL",48,3.96,39600,"Domingo","No","Muy mala"
"BHNMGI",65,2.98,29800,"Domingo","No","Normal"
"EPSEMO",46,3.75,37500,"Domingo","No","Normal"
"UDSZQZ",29,3.49,34900,"Sabado","No","Muy Buena"
"GWOZMH",76,1.49,14900,"Sabado","No","Mala"
"REYCQI",32,1.93,19300,"Lunes","No","Mala"
"SQHCGY",78,1.73,17300,"Miercoles","No","Mala"
"CPGDXE",12,2.65,26500,"Miercoles","No","Buena"
"CIVNEO",87,2.63,26300,"Viernes","Si","Mala"
"VYNYOD",16,3.28,32800,"Domingo","No","Muy Buena"
"UMMXBP",83,1.92,19200,"Domingo","No","Buena"
"SFDZXW",28,1.91,19100,"Miercoles","No","Normal"
"NMNRRK",36,2.64,26400,"Sabado","Si","Buena"
"JLUEJQ",24,3.96,39600,"Sabado","No","Buena"
"SDTNXT",61,1.88,18800,"Domingo","Si","Muy mala"
"HKXXTR",25,1.17,11700,"Lunes","No","Mala"
"AXOCUA",35,0.54,5400,"Sabado","No","Mala"
"WFMVBD",91,1.01,10100,"Domingo","No","Muy mala"
"QBHHRW",33,3.78,37800,"Domingo","Si","Buena"
"TCSFHQ",42,3.54,35400,"Sabado","Si","Normal"
"HTJNJR",13,3.98,39800,"Sabado","No","Mala"
"YEMYTL",29,2.52,25200,"Domingo","No","Normal"
"TWOBPN",44,1.15,11500,"Domingo","No","Normal"
"JFHIBE",63,2.39,23900,"Sabado","No","Muy mala"
"TMDKSG",63,2.51,25100,"Martes","No","Normal"
"GREIYL",31,3.65,36500,"Viernes","Si","Normal"
"ZFPBFY",90,3.28,32800,"Miercoles","No","Normal"
"BPQPPG",51,3.35,33500,"Lunes","No","Normal"
"SFQBPQ",13,2.05,20500,"Domingo","No","Buena"
"ZFSARB",90,3.14,31400,"Sabado","No","Normal"
"ODCPGC",68,1.37,13700,"Viernes","No","Buena"
"PTKCMB",25,3.75,37500,"Domingo","No","Muy Buena"
"EDHGAI",77,3.5,35000,"Sabado","No","Buena"
"EQAJLW",42,0.96,9600,"Miercoles","Si","Normal"
"ZDRDYJ",76,2.38,23800,"Jueves","No","Normal"
"ISMGUM",56,2.77,27700,"Sabado","No","Muy Buena"
"OVEZXK",65,2.14,21400,"Domingo","No","Buena"
"QFINAM",78,1.34,13400,"Sabado","No","Mala"
"NHHTRS",68,1.28,12800,"Sabado","No","Normal"
"FDIUDT",8,2.58,25800,"Domingo","No","Normal"
"FURZDB",51,0.97,9700,"Domingo","No","Normal"
"CTGGMA",54,1.91,19100,"Sabado","No","Normal"
"GQAMYB",72,3.28,32800,"Sabado","Si","Buena"
"WJAWLV",9,1.75,17500,"Sabado","No","Normal"
"HTDDJM",29,3.04,30400,"Viernes","No","Muy mala"
"LYSADS",36,2.91,29100,"Martes","No","Buena"
"EWDXTE",40,3.12,31200,"Domingo","Si","Normal"
"LBBAZR",39,1.53,15300,"Domingo","No","Normal"
"HXKDGI",37,3.38,33800,"Domingo","Si","Mala"
"MBSCVO",90,3.72,37200,"Domingo","No","Mala"
"QNHJSJ",35,3.73,37300,"Miercoles","No","Muy mala"
"DDXXIS",38,2.21,22100,"Viernes","No","Buena"
"XVBTNP",33,3.27,32700,"Sabado","No","Normal"
"MFIFFC",77,2.27,22700,"Viernes","No","Normal"
"GZEOLA",37,2.58,25800,"Sabado","No","Buena"
"SIBZVS",56,2.98,29800,"Sabado","No","Mala"
"ILQOSD",63,2.31,23100,"Sabado","No","Mala"
"CFYWRQ",23,2.29,22900,"Jueves","No","Normal"
"ZKPFJG",25,2.53,25300,"Domingo","No","Normal"
"HAEHFX",31,0.59,5900,"Jueves","No","Muy Buena"
"XFJSPN",71,2.14,21400,"Sabado","No","Muy mala"
"MHKPXS",71,3.62,36200,"Sabado","No","Normal"
"CSLMDF",35,1,10000,"Sabado","No","Mala"
"WONVEV",63,3.39,33900,"Domingo","No","Muy Buena"
"CWDQVL",11,3.04,30400,"Jueves","No","Muy Buena"
"LXCZBJ",45,2.39,23900,"Sabado","No","Normal"
"ARESOQ",26,0.66,6600,"Sabado","No","Mala"
"BCFHMS",39,3.56,35600,"Viernes","No","Buena"
"ROEHKJ",53,3.28,32800,"Domingo","No","Normal"
"AOQUYD",76,2.2,22000,"Martes","No","Normal"
"OAZKNQ",31,0.83,8300,"Sabado","No","Normal"
"HNDNVY",8,2.23,22300,"Martes","No","Normal"
"GZRNTK",61,2.32,23200,"Sabado","No","Buena"
"TOVCGY",77,1.69,16900,"Sabado","No","Mala"
"AXXBYF",19,1.76,17600,"Domingo","No","Normal"
"NYPONP",85,2.54,25400,"Sabado","No","Mala"
"DTWZPV",6,1.85,18500,"Viernes","No","Buena"
"ZGXAYJ",41,3.13,31300,"Domingo","No","Mala"
"RKXMCI",19,3.69,36900,"Sabado","No","Buena"
"UNUVNP",52,1.82,18200,"Martes","Si","Muy mala"
"TDMWPJ",52,2.85,28500,"Jueves","No","Normal"
"RGRYEX",66,3.81,38100,"Jueves","No","Normal"
"RQSHIO",34,1.7,17000,"Jueves","No","Mala"
"TKWHQP",35,1.07,10700,"Martes","No","Normal"
"PQYELK",7,2.52,25200,"Miercoles","No","Mala"
"XBGJOF",92,1.12,11200,"Viernes","No","Mala"
"EQOYGH",12,1.76,17600,"Jueves","Si","Muy mala"
"AUAGWW",36,2.04,20400,"Sabado","No","Muy Buena"
"DPYLHF",18,1.54,15400,"Miercoles","Si","Buena"
"SAQKSS",60,2.76,27600,"Domingo","No","Mala"
"BSPLGE",49,3.1,31000,"Miercoles","No","Normal"
"VKCFQB",7,0.9,9000,"Miercoles","No","Mala"
"NVJCQU",9,2.86,28600,"Domingo","No","Muy Buena"
"GHPGMJ",63,0.6,6000,"Lunes","No","Mala"
"CAQZUV",23,1.44,14400,"Miercoles","No","Normal"
"NKYRUZ",44,1.87,18700,"Sabado","No","Mala"
"MZSSOT",52,3.38,33800,"Domingo","No","Muy Buena"
"UZKVDX",30,1.58,15800,"Domingo","No","Buena"
"LGTVNH",69,2.74,27400,"Sabado","Si","Mala"
"SBEQHL",58,3.29,32900,"Domingo","No","Muy Buena"
"TGNYER",77,3.92,39200,"Domingo","No","Mala"
"MMIOKQ",18,1.03,10300,"Domingo","Si","Muy mala"
"GWQHLM",38,1.51,15100,"Lunes","Si","Normal"
"JYXPLT",71,1.15,11500,"Sabado","No","Normal"
"ASYBAN",68,2.67,26700,"Domingo","No","Normal"
"ECOKGU",88,1.52,15200,"Sabado","No","Normal"
"DEFSIT",7,1.76,17600,"Martes","No","Muy Buena"
"OISRQG",68,3.65,36500,"Sabado","Si","Buena"
"JMUCBA",60,2.06,20600,"Sabado","Si","Muy Buena"
"LTYVSI",65,2.85,28500,"Miercoles","No","Buena"
"ZLIYQA",82,1.39,13900,"Jueves","No","Buena"
"AGLKVM",71,3.57,35700,"Viernes","No","Muy Buena"
"SWRDPJ",44,0.97,9700,"Sabado","No","Mala"
"CQEDIT",23,2.9,29000,"Miercoles","No","Muy Buena"
"TNZUBZ",46,0.62,6200,"Lunes","No","Normal"
"ITUVXE",28,3.08,30800,"Domingo","No","Muy Buena"
"DJJZMW",51,2.42,24200,"Domingo","No","Buena"
"MHDGSZ",53,0.99,9900,"Sabado","No","Normal"
"YPVUCU",31,1.27,12700,"Lunes","No","Normal"
"MQELPG",55,2.66,26600,"Sabado","No","Normal"
"YRRIPG",69,2.67,26700,"Domingo","Si","Normal"
"DJYLAZ",64,0.62,6200,"Sabado","No","Normal"
"CSUBRK",35,1.87,18700,"Miercoles","Si","Buena"
"LMHXLO",31,1.54,15400,"Miercoles","No","Buena"
"TTUZAJ",80,1.5,15000,"Jueves","No","Muy mala"
"OYBMTL",40,1.87,18700,"Sabado","No","Muy mala"
"ETMAIV",34,1.22,12200,"Miercoles","Si","Normal"
"CKWUQY",54,2.87,28700,"Martes","Si","Muy Buena"
"UTEQQS",50,3.06,30600,"Domingo","No","Normal"
"NBOFLL",35,1.67,16700,"Viernes","Si","Normal"
"UVUUNT",54,2.05,20500,"Domingo","No","Normal"
"UXURAU",5,2.25,22500,"Jueves","No","Muy mala"
"BACKTZ",33,4,40000,"Sabado","No","Muy Buena"
"CIQAYH",44,1.97,19700,"Miercoles","No","Muy mala"
"NNUYND",33,3.99,39900,"Jueves","No","Mala"
"VXNNWX",45,0.9,9000,"Viernes","No","Muy Buena"
"IIAIDN",55,2.1,21000,"Jueves","No","Buena"
"HIMQWC",74,1.54,15400,"Miercoles","No","Muy mala"
"PMRDNN",17,0.81,8100,"Jueves","No","Muy mala"
"SMPFZW",29,3.15,31500,"Lunes","No","Muy Buena"
"UXNLSR",79,1.55,15500,"Miercoles","No","Buena"
"ZAVGEQ",47,0.82,8200,"Lunes","No","Mala"
"FULEIX",71,1.21,12100,"Domingo","No","Normal"
"YAJCGU",66,3.1,31000,"Sabado","Si","Mala"
"PCPBXS",48,0.9,9000,"Jueves","No","Muy Buena"
"EJUMEJ",77,0.88,8800,"Domingo","No","Buena"
"KNQFKO",89,1.52,15200,"Sabado","No","Normal"
"OKMTMK",83,2.62,26200,"Lunes","No","Muy Buena"
"KVYFTM",59,3.41,34100,"Viernes","No","Mala"
"JDZCAJ",36,3.4,34000,"Sabado","No","Normal"
"PHMHTR",70,0.54,5400,"Miercoles","No","Muy mala"
"ZZPDHZ",49,2.04,20400,"Sabado","Si","Buena"
"PTGWNZ",91,1.51,15100,"Domingo","Si","Normal"
"MZEZOE",11,2.05,20500,"Sabado","No","Normal"
"ZWXOXS",28,1.91,19100,"Viernes","No","Normal"
"EQUZVA",59,2.56,25600,"Viernes","No","Normal"
"DCIEDT",89,3.03,30300,"Martes","No","Mala"
"EHLNEO",78,1.55,15500,"Martes","No","Normal"
"KKIIHU",29,3.09,30900,"Martes","No","Normal"
"FBDDRR",58,0.52,5200,"Lunes","No","Muy Buena"
"XPNRPR",39,3.08,30800,"Sabado","No","Muy mala"
"TXEKRN",63,2.34,23400,"Miercoles","No","Normal"
"AZTVGG",6,1.79,17900,"Sabado","No","Buena"
"DLFZJG",37,2.94,29400,"Domingo","No","Muy mala"
"QDDOGW",33,2.35,23500,"Sabado","Si","Muy mala"
"JYNABU",33,1.37,13700,"Viernes","No","Muy mala"
"LQSLAO",13,1.71,17100,"Sabado","No","Buena"
"WHAKPT",6,2.63,26300,"Viernes","No","Mala"
"ENOHFW",68,1.28,12800,"Domingo","Si","Normal"
"DYSQGL",5,1.74,17400,"Sabado","No","Mala"
"SOXEWR",38,2.99,29900,"Lunes","No","Muy Buena"
"WJMVWS",83,0.85,8500,"Domingo","No","Normal"
"FCBSML",9,2.41,24100,"Sabado","No","Normal"
"SRDPDZ",68,1.24,12400,"Sabado","No","Muy mala"
"IRXIWH",53,1.35,13500,"Martes","Si","Buena"
"UILZDV",41,3.92,39200,"Domingo","No","Buena"
"QSWHGM",19,1.41,14100,"Domingo","No","Normal"
"LCDBYS",24,1.48,14800,"Lunes","No","Muy mala"
"TNRYPS",75,1,10000,"Lunes","No","Muy Buena"
"JDLRKK",76,0.88,8800,"Lunes","No","Muy Buena"
"YQTWYI",87,3.8,38000,"Lunes","No","Mala"
"TZNPOU",76,2.76,27600,"Martes","No","Buena"
"LAIFKU",12,3.04,30400,"Viernes","Si","Normal"
"HTVAHC",90,0.56,5600,"Jueves","No","Buena"
"LWCMWV",72,3.68,36800,"Sabado","No","Muy mala"
"YQLAGD",15,1.68,16800,"Jueves","No","Buena"
"LTHNCN",60,3.25,32500,"Viernes","No","Normal"
"EHLMDU",75,1.89,18900,"Jueves","No","Buena"
"BQDIHO",76,2.66,26600,"Domingo","No","Buena"
"YQZBSS",39,2.15,21500,"Sabado","No","Muy Buena"
"PRTBWW",84,0.98,9800,"Sabado","Si","Normal"
"ERKLPA",26,1.47,14700,"Viernes","No","Buena"
"YEFAGT",59,1.75,17500,"Sabado","Si","Muy Buena"
"CZGYUY",11,0.65,6500,"Miercoles","No","Muy Buena"
"SHXPVK",41,0.64,6400,"Lunes","No","Buena"
"QGEGVQ",35,1.86,18600,"Domingo","No","Normal"
"SDHOBO",7,2.63,26300,"Martes","No","Muy Buena"
"MAHVGZ",6,3.52,35200,"Miercoles","No","Muy Buena"
"XIPALE",34,2.27,22700,"Domingo","No","Buena"
"JIVDWG",30,3.3,33000,"Domingo","Si","Buena"
"FBAIAI",59,1.3,13000,"Jueves","Si","Muy mala"
"IKOBTE",53,3.69,36900,"Jueves","No","Buena"
"EEKEZI",18,2.14,21400,"Jueves","No","Mala"
"KDJLHQ",58,3.48,34800,"Jueves","Si","Buena"
"KIINZS",46,2.94,29400,"Sabado","No","Normal"
"NVMDDY",55,0.87,8700,"Viernes","No","Normal"
"DXNDQZ",30,2.43,24300,"Domingo","No","Muy Buena"
"JCNRUW",9,2.04,20400,"Domingo","No","Muy Buena"
"REFPHR",21,2.33,23300,"Domingo","No","Normal"
"MZNBUC",15,3.31,33100,"Domingo","Si","Buena"
"DYPIRB",76,0.65,6500,"Miercoles","No","Muy Buena"
"YZETOS",56,3.1,31000,"Domingo","No","Mala"
"MKADGI",20,1.79,17900,"Jueves","No","Normal"
"UUSATS",7,2.4,24000,"Jueves","Si","Normal"
"GBUXDP",72,1.67,16700,"Jueves","No","Normal"
"CIFAKL",36,0.56,5600,"Viernes","Si","Mala"
"HYXBVJ",52,2.01,20100,"Jueves","No","Normal"
"CMZFJT",82,0.75,7500,"Domingo","No","Mala"
"BXWBRY",29,3.93,39300,"Sabado","No","Normal"
"JVYKEP",24,0.77,7700,"Sabado","Si","Buena"
"GXJSSI",11,2.74,27400,"Sabado","Si","Muy Buena"
"SHRMFK",86,3.52,35200,"Lunes","No","Mala"
"YMYFJR",54,2.98,29800,"Jueves","No","Normal"
"DDXPCY",42,2.78,27800,"Martes","No","Muy Buena"
"FLYGID",91,1.35,13500,"Sabado","No","Normal"
"YEOCQV",87,2.23,22300,"Viernes","No","Buena"
"ZBNSCN",92,1.03,10300,"Jueves","No","Muy mala"
"JGJNGS",17,2.96,29600,"Miercoles","No","Muy Buena"
"RESEZK",74,1,10000,"Jueves","No","Buena"
"XNDFSP",17,2.25,22500,"Sabado","No","Normal"
"FYMFRJ",31,1.2,12000,"Viernes","No","Normal"
"TTAJMK",84,2.08,20800,"Sabado","No","Normal"
"BZVHQP",86,1.24,12400,"Sabado","No","Mala"
"RLKZED",26,2.03,20300,"Martes","No","Mala"
"GAQTOB",71,2.75,27500,"Viernes","No","Buena"
"AHKPNT",17,0.63,6300,"Sabado","No","Muy Buena"
"OPDTPM",86,1.08,10800,"Miercoles","Si","Normal"
"AXSCMQ",92,2.04,20400,"Jueves","No","Buena"
"BJSUDN",9,1.55,15500,"Domingo","No","Normal"
"MLNXVN",19,2.48,24800,"Miercoles","No","Muy Buena"
"QIOVPK",27,1.27,12700,"Lunes","No","Normal"
"LAYEQA",24,1.36,13600,"Martes","No","Normal"
"TFIMKY",54,3.46,34600,"Domingo","No","Normal"
"OOAIDP",44,0.5,5000,"Jueves","No","Muy mala"
"XPKNHC",70,0.69,6900,"Martes","No","Normal"
"TIOWQU",74,3.51,35100,"Viernes","No","Muy Buena"
"YCMJKS",25,1.22,12200,"Martes","No","Muy mala"
"XKNDTR",30,3.67,36700,"Martes","No","Buena"
"SWROJW",36,3.57,35700,"Jueves","Si","Mala"
"OSRGMV",44,2.68,26800,"Martes","No","Muy Buena"
"MXWPOI",74,0.8,8000,"Sabado","No","Buena"
"VVIJDW",20,1.33,13300,"Sabado","No","Normal"
"GTXTHL",86,3.16,31600,"Jueves","No","Buena"
"LLBMDO",79,0.95,9500,"Jueves","No","Muy mala"
"RILUDZ",88,2.55,25500,"Viernes","No","Buena"
"LMVUBJ",90,3.72,37200,"Domingo","No","Buena"
"TFQMJW",59,3.04,30400,"Domingo","No","Buena"
"UEASST",87,3.36,33600,"Domingo","Si","Muy Buena"
"JINCKP",64,1.53,15300,"Miercoles","No","Mala"
"QALYOI",5,2.1,21000,"Domingo","No","Normal"
"GONWGR",39,2.45,24500,"Domingo","No","Normal"
"VQUXXI",74,0.95,9500,"Sabado","No","Normal"
"ZIXOFW",39,1.5,15000,"Lunes","No","Buena"
"JLYHDO",59,3.37,33700,"Lunes","No","Buena"
"JHZBJA",84,1.08,10800,"Domingo","Si","Normal"
"YCUBGZ",48,1.34,13400,"Jueves","No","Mala"
"IYUEGY",76,2.15,21500,"Sabado","No","Muy mala"
"WAVHHC",86,2.89,28900,"Jueves","No","Normal"
"XJGAIR",24,1.84,18400,"Viernes","Si","Normal"
"MECKIN",13,3.74,37400,"Domingo","No","Normal"
"YAQWEX",38,0.82,8200,"Sabado","Si","Normal"
"TCOXJU",83,3.06,30600,"Viernes","No","Mala"
"MVRSAA",43,3.7,37000,"Domingo","No","Normal"
"JKMTFI",51,0.63,6300,"Jueves","No","Normal"
"IVWKEE",92,2.74,27400,"Domingo","No","Normal"
"DJEYBX",14,0.78,7800,"Domingo","No","Buena"
"IPIQVU",73,2.83,28300,"Viernes","Si","Normal"
"IQINMN",74,1.14,11400,"Domingo","No","Mala"
"AAOZCS",25,0.52,5200,"Lunes","No","Normal"
"HLWFYE",39,3.53,35300,"Domingo","No","Mala"
"CLIXNL",58,2.1,21000,"Viernes","No","Normal"
"NSVWJZ",49,1.36,13600,"Martes","No","Muy mala"
"XCEEYG",57,1,10000,"Lunes","No","Mala"
"YDXAZA",43,1.06,10600,"Sabado","No","Muy mala"
"KBCTFE",28,1.94,19400,"Domingo","No","Muy mala"
"JXDZEE",27,1.42,14200,"Viernes","Si","Buena"
"KXFRVG",38,1.92,19200,"Sabado","No","Normal"
"MLJFFZ",24,0.63,6300,"Domingo","Si","Normal"
"TQOXNN",86,2.36,23600,"Viernes","No","Normal"
"GGVSZD",48,2.51,25100,"Domingo","No","Normal"
"ECXRXY",30,0.78,7800,"Jueves","No","Muy Buena"
"BTBNRC",53,1.83,18300,"Domingo","No","Normal"
"ZGWFQI",20,0.92,9200,"Martes","Si","Mala"
"QYINDS",29,2.07,20700,"Martes","No","Normal"
"FIAVOO",71,1.15,11500,"Martes","No","Buena"
"PSJTSQ",21,2.95,29500,"Viernes","Si","Normal"
"UYNPIV",17,0.56,5600,"Jueves","No","Normal"
"CCPGVN",57,1.53,15300,"Viernes","No","Normal"
"FOKLOD",32,1.01,10100,"Sabado","Si","Normal"
"FOQRIW",36,1.74,17400,"Domingo","No","Buena"
"YLGIZK",35,2.31,23100,"Martes","No","Normal"
"IDCHDI",69,3.67,36700,"Miercoles","No","Mala"
"HCUBYE",25,1.86,18600,"Sabado","No","Normal"
"DQRVBB",65,1.97,19700,"Domingo","No","Buena"
"NBSCHP",16,1.85,18500,"Martes","No","Normal"
"FGDEKZ",52,0.56,5600,"Jueves","No","Normal"
"YNYYNJ",87,3.02,30200,"Sabado","No","Muy mala"
"KXXWWS",29,1.51,15100,"Martes","Si","Mala"
"QJRFOP",91,2.21,22100,"Domingo","No","Normal"
"FAKWQF",88,3.22,32200,"Jueves","No","Buena"
"HXKTEF",63,3.08,30800,"Lunes","Si","Mala"
"DITFDU",59,2.08,20800,"Lunes","No","Muy Buena"
"ALQPHE",48,2.8,28000,"Miercoles","No","Muy Buena"
"TTSHTB",14,1.83,18300,"Lunes","No","Mala"
"UDMKBO",53,1.47,14700,"Miercoles","No","Muy mala"
"NZVWTH",43,1.38,13800,"Viernes","No","Buena"
"BNJMVF",21,0.57,5700,"Sabado","No","Buena"
"PDVNSW",47,3.82,38200,"Martes","No","Muy Buena"
"KDQIRG",82,2.51,25100,"Sabado","No","Muy mala"
"GSSZCZ",25,2.7,27000,"Sabado","Si","Normal"
"ABBQEK",26,3.79,37900,"Miercoles","No","Normal"
"HXORST",40,3.69,36900,"Domingo","No","Normal"
"RKKXTA",40,1.73,17300,"Domingo","Si","Muy mala"
"IRTIIE",40,1.05,10500,"Sabado","No","Muy mala"
"FZSBFS",15,3.89,38900,"Sabado","No","Buena"
"UDBURL",83,0.94,9400,"Sabado","Si","Normal"
"SVMBVA",69,2.82,28200,"Sabado","Si","Buena"
"BRZHFE",72,1.89,18900,"Lunes","No","Muy mala"
"EAOLKX",80,3.32,33200,"Lunes","No","Buena"
"XGMTBD",66,3.47,34700,"Sabado","No","Muy Buena"
"AHULLL",68,2.97,29700,"Martes","No","Mala"
"POKGKG",76,2.08,20800,"Miercoles","No","Normal"
"ASWKCD",71,1.98,19800,"Miercoles","No","Mala"
"ZRXBKW",89,1.8,18000,"Sabado","No","Buena"
"IWIRRF",76,2.39,23900,"Jueves","No","Normal"
"GULZVI",38,1.93,19300,"Sabado","No","Normal"
"IBHEDH",18,1.52,15200,"Sabado","No","Muy mala"
"URNTWR",69,3.02,30200,"Domingo","No","Mala"
"ZKTAYQ",46,2.06,20600,"Jueves","No","Mala"
"KTLXVY",51,3.18,31800,"Domingo","No","Muy Buena"
"EQYKFV",33,2.7,27000,"Jueves","No","Mala"
"FUESSV",69,2.42,24200,"Domingo","Si","Normal"
"GJLZVC",15,1.1,11000,"Viernes","No","Muy Buena"
"INOJJQ",66,3.75,37500,"Martes","Si","Muy Buena"
"TVTIHW",52,2.32,23200,"Miercoles","No","Normal"
"DVGZMG",47,2.96,29600,"Miercoles","No","Normal"
"IURVEP",90,1.94,19400,"Martes","No","Buena"
"FIZFMQ",79,0.6,6000,"Viernes","No","Mala"
"FEMLSB",53,2.09,20900,"Sabado","No","Muy Buena"
"ODLJOP",66,3.65,36500,"Jueves","No","Buena"
"ANUGPL",69,2.22,22200,"Lunes","No","Buena"
"KDRYMU",13,2.54,25400,"Martes","No","Buena"
"CVAZRB",34,1.79,17900,"Jueves","No","Buena"
"MWLCRY",42,3.69,36900,"Jueves","Si","Normal"
"WJAOOY",43,3.56,35600,"Domingo","No","Muy Buena"
"AUFBZZ",47,1.57,15700,"Domingo","No","Normal"
"SSDBPS",14,2.07,20700,"Martes","No","Buena"
"UECFHC",6,2.59,25900,"Sabado","No","Buena"
"DIUXXC",88,2.51,25100,"Domingo","No","Muy Buena"
"HEOORB",39,2.61,26100,"Martes","No","Mala"
"ASQOWG",66,3.5,35000,"Domingo","No","Normal"
"ZRZPNO",17,1.3,13000,"Miercoles","No","Normal"
"VVPWTZ",89,3.89,38900,"Martes","No","Mala"
"DCEDVR",35,1.11,11100,"Viernes","No","Buena"
"QSRJZQ",58,1.97,19700,"Martes","No","Buena"
"HMCLHT",12,0.71,7100,"Domingo","No","Mala"
"MKZNOB",22,1.05,10500,"Viernes","No","Mala"
"NUPEKV",91,1.67,16700,"Domingo","No","Muy Buena"
"COEMEI",65,0.83,8300,"Domingo","No","Normal"
"XTEQPF",75,0.73,7300,"Domingo","No","Buena"
"GDUOLS",74,2.5,25000,"Viernes","No","Mala"
"XRBUQJ",77,3.28,32800,"Miercoles","No","Buena"
"VRYNGH",48,3.87,38700,"Viernes","No","Muy mala"
"CWZDYC",52,2.15,21500,"Domingo","Si","Muy mala"
"VSLVNG",12,3.58,35800,"Domingo","No","Normal"
"BQNQME",27,2.15,21500,"Viernes","No","Normal"
"SMKQPW",14,1.24,12400,"Sabado","No","Normal"
"DNASSP",18,3.22,32200,"Martes","No","Mala"
"SAMUQR",27,1.35,13500,"Domingo","No","Buena"
"MTXCTC",43,1.97,19700,"Lunes","No","Normal"
"EVKZFB",69,3.1,31000,"Domingo","Si","Mala"
"GVOYUE",46,1.4,14000,"Domingo","No","Buena"
"YNTIFM",18,3.06,30600,"Sabado","Si","Normal"
"LUEDXK",81,3.58,35800,"Domingo","No","Muy Buena"
"RWCRMI",92,3.52,35200,"Sabado","No","Muy Buena"
"NJUVHP",45,3.72,37200,"Miercoles","Si","Buena"
"KPTTRP",90,2.81,28100,"Sabado","Si","Muy Buena"
"HPDWXC",53,2.94,29400,"Domingo","No","Muy mala"
"NMNNAM",17,3.11,31100,"Sabado","No","Normal"
"HFQLKV",89,1.16,11600,"Viernes","Si","Muy mala"
"TBSGNI",24,1.28,12800,"Domingo","No","Normal"
"GNLFZS",60,3.95,39500,"Domingo","No","Normal"
"VMKGRO",14,2.47,24700,"Viernes","No","Muy Buena"
"WARGBS",40,2.9,29000,"Domingo","No","Normal"
"MFGGWV",11,1.38,13800,"Sabado","No","Buena"
"MHOMYO",65,2.37,23700,"Domingo","No","Muy Buena"
"HHLEER",70,2.68,26800,"Domingo","No","Muy mala"
"TRLPOV",68,3.18,31800,"Sabado","No","Buena"
"QYGMSB",60,2.75,27500,"Domingo","Si","Muy Buena"
"QXLOVA",48,3.72,37200,"Viernes","No","Muy mala"
"SKOYGY",65,3.58,35800,"Domingo","No","Normal"
"ZPIBSH",30,2.62,26200,"Domingo","No","Muy Buena"
"YHWLHV",32,0.88,8800,"Jueves","No","Normal"
"TREZYK",49,0.56,5600,"Martes","No","Buena"
"NIFNHI",34,1.49,14900,"Martes","No","Normal"
"JJCMNY",58,0.91,9100,"Sabado","No","Normal"
"LPUGPX",38,1.16,11600,"Martes","No","Normal"
"KDZKMN",32,2.51,25100,"Domingo","No","Mala"
"ISNVYS",42,1.11,11100,"Sabado","Si","Buena"
"ARKEHN",56,2.1,21000,"Domingo","Si","Muy Buena"
"CYXYRG",69,3.69,36900,"Viernes","Si","Normal"
"SXDMNQ",54,2.13,21300,"Domingo","No","Mala"
"OLRSIX",18,1.93,19300,"Sabado","No","Buena"
"PJCRNP",50,1.39,13900,"Viernes","No","Muy Buena"
"GTCGHT",46,0.57,5700,"Domingo","No","Muy Buena"
"XCZWID",37,3.36,33600,"Viernes","No","Normal"
"TFUKTM",6,0.81,8100,"Miercoles","No","Muy mala"
"TGQYBR",77,2.42,24200,"Viernes","No","Muy Buena"
"JKUAVJ",19,3.64,36400,"Viernes","No","Normal"
"GELSKG",5,1.76,17600,"Sabado","No","Muy Buena"
"MDAMEZ",56,3.13,31300,"Domingo","No","Normal"
"EMPAHV",27,1.25,12500,"Domingo","No","Muy Buena"
"HTHOAH",12,2.92,29200,"Jueves","No","Normal"
